SOURCE LANGUAGE,TARGET LANGUAGE,TRANSLATION ENGINE,IS PREFERRED ENGINE?
eu,mr,Yandex,False
eu,ms,Yandex,False
eu,mt,Yandex,False
eu,my,Yandex,False
eu,nb,Yandex,False
eu,ne,Yandex,False
eu,nl,Yandex,False
eu,pa,Yandex,False
eu,pap,Yandex,False
eu,pl,Yandex,False
eu,pt,Yandex,False
eu,ro,Yandex,False
eu,ru,Yandex,False
eu,sah,Yandex,False
eu,sh,Yandex,False
eu,si,Yandex,False
eu,simple,Yandex,False
eu,sk,Yandex,False
eu,sl,Yandex,False
eu,sq,Yandex,False
eu,sr,Yandex,False
eu,su,Yandex,False
eu,sv,Yandex,False
eu,sw,Yandex,False
eu,ta,Yandex,False
eu,te,Yandex,False
eu,tg,Yandex,False
eu,th,Yandex,False
eu,tl,Yandex,False
eu,tr,Yandex,False
eu,tt,Yandex,False
eu,udm,Yandex,False
eu,uk,Yandex,False
eu,ur,Yandex,False
eu,uz,Yandex,False
eu,vi,Yandex,False
eu,wuu,Yandex,False
eu,xh,Yandex,False
eu,yi,Yandex,False
eu,zh,Yandex,False
fa,af,Yandex,False
fa,am,Yandex,False
fa,ar,Yandex,False
fa,az,Yandex,False
fa,ba,Yandex,False
fa,be,Yandex,False
fa,be-tarask,Yandex,False
fa,bn,Yandex,False
fa,bg,Yandex,False
fa,bs,Yandex,False
fa,ca,Yandex,False
fa,ceb,Yandex,False
fa,cs,Yandex,False
fa,cv,Yandex,False
fa,cy,Yandex,False
fa,da,Yandex,False
fa,de,Yandex,False
fa,el,Yandex,False
fa,en,Yandex,False
fa,eo,Yandex,False
fa,es,Yandex,False
fa,et,Yandex,False
fa,eu,Yandex,False
fa,fi,Yandex,False
fa,fr,Yandex,False
fa,ga,Yandex,False
fa,gd,Yandex,False
fa,gl,Yandex,False
fa,gu,Yandex,False
fa,he,Yandex,False
fa,hi,Yandex,False
fa,hr,Yandex,False
fa,ht,Yandex,False
fa,hu,Yandex,False
fa,hy,Yandex,False
fa,id,Yandex,False
fa,is,Yandex,False
fa,it,Yandex,False
fa,ja,Yandex,False
fa,jv,Yandex,False
fa,ka,Yandex,False
fa,kk,Yandex,False
fa,km,Yandex,False
fa,kn,Yandex,False
fa,ko,Yandex,False
fa,ky,Yandex,False
fa,la,Yandex,False
fa,lb,Yandex,False
fa,lo,Yandex,False
fa,lt,Yandex,False
fa,lv,Yandex,False
fa,mi,Yandex,False
fa,mg,Yandex,False
fa,mhr,Yandex,False
fa,ml,Yandex,False
fa,mk,Yandex,False
fa,mn,Yandex,False
fa,mrj,Yandex,False
fa,mr,Yandex,False
fa,ms,Yandex,False
fa,mt,Yandex,False
fa,my,Yandex,False
fa,nb,Yandex,False
fa,ne,Yandex,False
fa,nl,Yandex,False
fa,pa,Yandex,False
fa,pap,Yandex,False
fa,pl,Yandex,False
fa,pt,Yandex,False
fa,ro,Yandex,False
fa,ru,Yandex,False
fa,sah,Yandex,False
fa,sh,Yandex,False
fa,si,Yandex,False
fa,simple,Yandex,False
fa,sk,Yandex,False
fa,sl,Yandex,False
fa,sq,Yandex,False
fa,sr,Yandex,False
fa,su,Yandex,False
fa,sv,Yandex,False
fa,sw,Yandex,False
fa,ta,Yandex,False
fa,te,Yandex,False
fa,tg,Yandex,False
fa,th,Yandex,False
fa,tl,Yandex,False
fa,tr,Yandex,False
fa,tt,Yandex,False
fa,udm,Yandex,False
fa,uk,Yandex,False
fa,ur,Yandex,False
fa,uz,Yandex,False
fa,vi,Yandex,False
fa,wuu,Yandex,False
fa,xh,Yandex,False
fa,yi,Yandex,False
fa,zh,Yandex,False
fi,af,Yandex,False
fi,am,Yandex,False
fi,ar,Yandex,False
fi,az,Yandex,False
fi,ba,Yandex,False
fi,be,Yandex,False
fi,be-tarask,Yandex,False
fi,bn,Yandex,False
fi,bg,Yandex,False
fi,bs,Yandex,False
fi,ca,Yandex,False
fi,ceb,Yandex,False
fi,cs,Yandex,False
fi,cv,Yandex,False
fi,cy,Yandex,False
fi,da,Yandex,False
fi,de,Yandex,False
fi,el,Yandex,False
fi,en,Yandex,False
fi,eo,Yandex,False
fi,es,Yandex,False
fi,et,Yandex,False
fi,eu,Yandex,False
fi,fa,Yandex,False
fi,fr,Yandex,False
fi,ga,Yandex,False
fi,gd,Yandex,False
fi,gl,Yandex,False
fi,gu,Yandex,False
fi,he,Yandex,False
fi,hi,Yandex,False
fi,hr,Yandex,False
fi,ht,Yandex,False
fi,hu,Yandex,False
fi,hy,Yandex,False
fi,id,Yandex,False
fi,is,Yandex,False
fi,it,Yandex,False
fi,ja,Yandex,False
fi,jv,Yandex,False
fi,ka,Yandex,False
fi,kk,Yandex,False
fi,km,Yandex,False
fi,kn,Yandex,False
fi,ko,Yandex,False
fi,ky,Yandex,False
fi,la,Yandex,False
fi,lb,Yandex,False
fi,lo,Yandex,False
fi,lt,Yandex,False
fi,lv,Yandex,False
fi,mi,Yandex,False
fi,mg,Yandex,False
fi,mhr,Yandex,False
fi,ml,Yandex,False
fi,mk,Yandex,False
fi,mn,Yandex,False
fi,mrj,Yandex,False
fi,mr,Yandex,False
fi,ms,Yandex,False
fi,mt,Yandex,False
fi,my,Yandex,False
fi,nb,Yandex,False
fi,ne,Yandex,False
fi,nl,Yandex,False
fi,pa,Yandex,False
fi,pap,Yandex,False
fi,pl,Yandex,False
fi,pt,Yandex,False
fi,ro,Yandex,False
fi,ru,Yandex,False
fi,sah,Yandex,False
fi,sh,Yandex,False
fi,si,Yandex,False
fi,simple,Yandex,False
fi,sk,Yandex,False
fi,sl,Yandex,False
fi,sq,Yandex,False
fi,sr,Yandex,False
fi,su,Yandex,False
fi,sv,Yandex,False
fi,sw,Yandex,False
fi,ta,Yandex,False
fi,te,Yandex,False
fi,tg,Yandex,False
fi,th,Yandex,False
fi,tl,Yandex,False
fi,tr,Yandex,False
fi,tt,Yandex,False
fi,udm,Yandex,False
fi,uk,Yandex,False
fi,ur,Yandex,False
fi,uz,Yandex,False
fi,vi,Yandex,False
fi,wuu,Yandex,False
fi,xh,Yandex,False
fi,yi,Yandex,False
fi,zh,Yandex,False
fr,af,Yandex,False
fr,am,Yandex,False
fr,ar,Yandex,False
fr,az,Yandex,False
fr,ba,Yandex,True
fr,be,Yandex,False
fr,be-tarask,Yandex,False
fr,bn,Yandex,False
fr,bg,Yandex,False
fr,bs,Yandex,False
fr,ca,Yandex,False
fr,ceb,Yandex,False
fr,cs,Yandex,False
fr,cv,Yandex,False
fr,cy,Yandex,False
fr,da,Yandex,False
fr,de,Yandex,False
fr,el,Yandex,False
fr,en,Yandex,False
fr,eo,Yandex,False
fr,es,Yandex,False
fr,et,Yandex,False
fr,eu,Yandex,False
fr,fa,Yandex,False
fr,fi,Yandex,False
fr,ga,Yandex,False
fr,gd,Yandex,False
fr,gl,Yandex,False
fr,gu,Yandex,False
fr,he,Yandex,False
fr,hi,Yandex,False
fr,hr,Yandex,False
fr,ht,Yandex,False
fr,hu,Yandex,False
fr,hy,Yandex,False
fr,id,Yandex,False
fr,is,Yandex,False
fr,it,Yandex,False
fr,ja,Yandex,False
fr,jv,Yandex,False
fr,ka,Yandex,False
fr,kk,Yandex,False
fr,km,Yandex,False
fr,kn,Yandex,False
fr,ko,Yandex,False
fr,ky,Yandex,False
fr,la,Yandex,False
fr,lb,Yandex,False
fr,lo,Yandex,False
fr,lt,Yandex,False
fr,lv,Yandex,False
fr,mi,Yandex,False
fr,mg,Yandex,False
fr,mhr,Yandex,False
fr,ml,Yandex,False
fr,mk,Yandex,False
fr,mn,Yandex,False
fr,mrj,Yandex,False
fr,mr,Yandex,False
fr,ms,Yandex,False
fr,mt,Yandex,False
fr,my,Yandex,False
fr,nb,Yandex,False
fr,ne,Yandex,False
fr,nl,Yandex,False
fr,pa,Yandex,False
fr,pap,Yandex,False
fr,pl,Yandex,False
fr,pt,Yandex,False
fr,ro,Yandex,False
fr,ru,Yandex,False
fr,sah,Yandex,False
fr,sh,Yandex,False
fr,si,Yandex,False
fr,simple,Yandex,False
fr,sk,Yandex,False
fr,sl,Yandex,False
fr,sq,Yandex,False
fr,sr,Yandex,False
fr,su,Yandex,False
fr,sv,Yandex,False
fr,sw,Yandex,False
fr,ta,Yandex,False
fr,te,Yandex,False
fr,tg,Yandex,False
fr,th,Yandex,False
fr,tl,Yandex,False
fr,tr,Yandex,False
fr,tt,Yandex,False
fr,udm,Yandex,False
fr,uk,Yandex,False
fr,ur,Yandex,False
fr,uz,Yandex,False
fr,vi,Yandex,False
fr,wuu,Yandex,False
fr,xh,Yandex,False
fr,yi,Yandex,False
fr,zh,Yandex,False
ga,af,Yandex,False
ga,am,Yandex,False
ga,ar,Yandex,False
ga,az,Yandex,False
ga,ba,Yandex,False
ga,be,Yandex,False
ga,be-tarask,Yandex,False
ga,bn,Yandex,False
ga,bg,Yandex,False
ga,bs,Yandex,False
ga,ca,Yandex,False
ga,ceb,Yandex,False
ga,cs,Yandex,False
ga,cv,Yandex,False
ga,cy,Yandex,False
ga,da,Yandex,False
ga,de,Yandex,False
ga,el,Yandex,False
ga,en,Yandex,False
ga,eo,Yandex,False
ga,es,Yandex,False
ga,et,Yandex,False
ga,eu,Yandex,False
ga,fa,Yandex,False
ga,fi,Yandex,False
ga,fr,Yandex,False
ga,gd,Yandex,False
ga,gl,Yandex,False
ga,gu,Yandex,False
ga,he,Yandex,False
ga,hi,Yandex,False
ga,hr,Yandex,False
ga,ht,Yandex,False
ga,hu,Yandex,False
ga,hy,Yandex,False
ga,id,Yandex,False
ga,is,Yandex,False
ga,it,Yandex,False
ga,ja,Yandex,False
ga,jv,Yandex,False
ga,ka,Yandex,False
ga,kk,Yandex,False
ga,km,Yandex,False
ga,kn,Yandex,False
ga,ko,Yandex,False
ga,ky,Yandex,False
ga,la,Yandex,False
ga,lb,Yandex,False
ga,lo,Yandex,False
ga,lt,Yandex,False
ga,lv,Yandex,False
ga,mi,Yandex,False
ga,mg,Yandex,False
ga,mhr,Yandex,False
ga,ml,Yandex,False
ga,mk,Yandex,False
ga,mn,Yandex,False
ga,mrj,Yandex,False
ga,mr,Yandex,False
ga,ms,Yandex,False
ga,mt,Yandex,False
ga,my,Yandex,False
ga,nb,Yandex,False
ga,ne,Yandex,False
ga,nl,Yandex,False
ga,pa,Yandex,False
ga,pap,Yandex,False
ga,pl,Yandex,False
ga,pt,Yandex,False
ga,ro,Yandex,False
ga,ru,Yandex,False
ga,sah,Yandex,False
ga,sh,Yandex,False
ga,si,Yandex,False
ga,simple,Yandex,False
ga,sk,Yandex,False
ga,sl,Yandex,False
ga,sq,Yandex,False
ga,sr,Yandex,False
ga,su,Yandex,False
ga,sv,Yandex,False
ga,sw,Yandex,False
ga,ta,Yandex,False
ga,te,Yandex,False
ga,tg,Yandex,False
ga,th,Yandex,False
ga,tl,Yandex,False
ga,tr,Yandex,False
ga,tt,Yandex,False
ga,udm,Yandex,False
ga,uk,Yandex,False
ga,ur,Yandex,False
ga,uz,Yandex,False
ga,vi,Yandex,False
ga,wuu,Yandex,False
ga,xh,Yandex,False
ga,yi,Yandex,False
ga,zh,Yandex,False
gd,af,Yandex,False
gd,am,Yandex,False
gd,ar,Yandex,False
gd,az,Yandex,False
gd,ba,Yandex,False
gd,be,Yandex,False
gd,be-tarask,Yandex,False
gd,bn,Yandex,False
gd,bg,Yandex,False
gd,bs,Yandex,False
gd,ca,Yandex,False
gd,ceb,Yandex,False
gd,cs,Yandex,False
gd,cv,Yandex,False
gd,cy,Yandex,False
gd,da,Yandex,False
gd,de,Yandex,False
gd,el,Yandex,False
gd,en,Yandex,False
gd,eo,Yandex,False
gd,es,Yandex,False
gd,et,Yandex,False
gd,eu,Yandex,False
gd,fa,Yandex,False
gd,fi,Yandex,False
gd,fr,Yandex,False
gd,ga,Yandex,False
gd,gl,Yandex,False
gd,gu,Yandex,False
gd,he,Yandex,False
gd,hi,Yandex,False
gd,hr,Yandex,False
gd,ht,Yandex,False
gd,hu,Yandex,False
gd,hy,Yandex,False
gd,id,Yandex,False
gd,is,Yandex,False
gd,it,Yandex,False
gd,ja,Yandex,False
gd,jv,Yandex,False
gd,ka,Yandex,False
gd,kk,Yandex,False
gd,km,Yandex,False
gd,kn,Yandex,False
gd,ko,Yandex,False
gd,ky,Yandex,False
gd,la,Yandex,False
gd,lb,Yandex,False
gd,lo,Yandex,False
gd,lt,Yandex,False
gd,lv,Yandex,False
gd,mi,Yandex,False
gd,mg,Yandex,False
gd,mhr,Yandex,False
gd,ml,Yandex,False
gd,mk,Yandex,False
gd,mn,Yandex,False
gd,mrj,Yandex,False
gd,mr,Yandex,False
gd,ms,Yandex,False
gd,mt,Yandex,False
gd,my,Yandex,False
gd,nb,Yandex,False
gd,ne,Yandex,False
gd,nl,Yandex,False
gd,pa,Yandex,False
gd,pap,Yandex,False
gd,pl,Yandex,False
gd,pt,Yandex,False
gd,ro,Yandex,False
gd,ru,Yandex,False
gd,sah,Yandex,False
gd,sh,Yandex,False
gd,si,Yandex,False
gd,simple,Yandex,False
gd,sk,Yandex,False
gd,sl,Yandex,False
gd,sq,Yandex,False
gd,sr,Yandex,False
gd,su,Yandex,False
gd,sv,Yandex,False
gd,sw,Yandex,False
gd,ta,Yandex,False
gd,te,Yandex,False
gd,tg,Yandex,False
gd,th,Yandex,False
gd,tl,Yandex,False
gd,tr,Yandex,False
gd,tt,Yandex,False
gd,udm,Yandex,False
gd,uk,Yandex,False
gd,ur,Yandex,False
gd,uz,Yandex,False
gd,vi,Yandex,False
gd,wuu,Yandex,False
gd,xh,Yandex,False
gd,yi,Yandex,False
gd,zh,Yandex,False
gl,af,Yandex,False
gl,am,Yandex,False
gl,ar,Yandex,False
gl,az,Yandex,False
gl,ba,Yandex,False
gl,be,Yandex,False
gl,be-tarask,Yandex,False
gl,bn,Yandex,False
gl,bg,Yandex,False
gl,bs,Yandex,False
gl,ca,Yandex,False
gl,ceb,Yandex,False
gl,cs,Yandex,False
gl,cv,Yandex,False
gl,cy,Yandex,False
gl,da,Yandex,False
gl,de,Yandex,False
gl,el,Yandex,False
gl,en,Yandex,False
gl,eo,Yandex,False
gl,es,Yandex,False
gl,et,Yandex,False
gl,eu,Yandex,False
gl,fa,Yandex,False
gl,fi,Yandex,False
gl,fr,Yandex,False
gl,ga,Yandex,False
gl,gd,Yandex,False
gl,gu,Yandex,False
gl,he,Yandex,False
gl,hi,Yandex,False
gl,hr,Yandex,False
gl,ht,Yandex,False
gl,hu,Yandex,False
gl,hy,Yandex,False
gl,id,Yandex,False
gl,is,Yandex,False
gl,it,Yandex,False
gl,ja,Yandex,False
gl,jv,Yandex,False
gl,ka,Yandex,False
gl,kk,Yandex,False
gl,km,Yandex,False
gl,kn,Yandex,False
gl,ko,Yandex,False
gl,ky,Yandex,False
gl,la,Yandex,False
gl,lb,Yandex,False
gl,lo,Yandex,False
gl,lt,Yandex,False
gl,lv,Yandex,False
gl,mi,Yandex,False
gl,mg,Yandex,False
gl,mhr,Yandex,False
gl,ml,Yandex,False
gl,mk,Yandex,False
gl,mn,Yandex,False
gl,mrj,Yandex,False
gl,mr,Yandex,False
gl,ms,Yandex,False
gl,mt,Yandex,False
gl,my,Yandex,False
gl,nb,Yandex,False
gl,ne,Yandex,False
gl,nl,Yandex,False
gl,pa,Yandex,False
gl,pap,Yandex,False
gl,pl,Yandex,False
gl,pt,Yandex,False
gl,ro,Yandex,False
gl,ru,Yandex,False
gl,sah,Yandex,False
gl,sh,Yandex,False
gl,si,Yandex,False
gl,simple,Yandex,False
gl,sk,Yandex,False
gl,sl,Yandex,False
gl,sq,Yandex,False
gl,sr,Yandex,False
gl,su,Yandex,False
gl,sv,Yandex,False
gl,sw,Yandex,False
gl,ta,Yandex,False
gl,te,Yandex,False
gl,tg,Yandex,False
gl,th,Yandex,False
gl,tl,Yandex,False
gl,tr,Yandex,False
gl,tt,Yandex,False
gl,udm,Yandex,False
gl,uk,Yandex,False
gl,ur,Yandex,False
gl,uz,Yandex,False
gl,vi,Yandex,False
gl,wuu,Yandex,False
gl,xh,Yandex,False
gl,yi,Yandex,False
gl,zh,Yandex,False
gu,af,Yandex,False
gu,am,Yandex,False
gu,ar,Yandex,False
gu,az,Yandex,False
gu,ba,Yandex,False
gu,be,Yandex,False
gu,be-tarask,Yandex,False
gu,bn,Yandex,False
gu,bg,Yandex,False
gu,bs,Yandex,False
gu,ca,Yandex,False
gu,ceb,Yandex,False
gu,cs,Yandex,False
gu,cv,Yandex,False
gu,cy,Yandex,False
gu,da,Yandex,False
gu,de,Yandex,False
gu,el,Yandex,False
gu,en,Yandex,False
gu,eo,Yandex,False
gu,es,Yandex,False
gu,et,Yandex,False
gu,eu,Yandex,False
gu,fa,Yandex,False
gu,fi,Yandex,False
gu,fr,Yandex,False
gu,ga,Yandex,False
gu,gd,Yandex,False
gu,gl,Yandex,False
gu,he,Yandex,False
gu,hi,Yandex,False
gu,hr,Yandex,False
gu,ht,Yandex,False
gu,hu,Yandex,False
gu,hy,Yandex,False
gu,id,Yandex,False
gu,is,Yandex,False
gu,it,Yandex,False
gu,ja,Yandex,False
gu,jv,Yandex,False
gu,ka,Yandex,False
gu,kk,Yandex,False
gu,km,Yandex,False
gu,kn,Yandex,False
gu,ko,Yandex,False
gu,ky,Yandex,False
gu,la,Yandex,False
gu,lb,Yandex,False
gu,lo,Yandex,False
gu,lt,Yandex,False
gu,lv,Yandex,False
gu,mi,Yandex,False
gu,mg,Yandex,False
gu,mhr,Yandex,False
gu,ml,Yandex,False
gu,mk,Yandex,False
gu,mn,Yandex,False
gu,mrj,Yandex,False
gu,mr,Yandex,False
gu,ms,Yandex,False
gu,mt,Yandex,False
gu,my,Yandex,False
gu,nb,Yandex,False
gu,ne,Yandex,False
gu,nl,Yandex,False
gu,pa,Yandex,False
gu,pap,Yandex,False
gu,pl,Yandex,False
gu,pt,Yandex,False
gu,ro,Yandex,False
gu,ru,Yandex,False
gu,sah,Yandex,False
gu,sh,Yandex,False
gu,si,Yandex,False
gu,simple,Yandex,False
gu,sk,Yandex,False
gu,sl,Yandex,False
gu,sq,Yandex,False
gu,sr,Yandex,False
gu,su,Yandex,False
gu,sv,Yandex,False
gu,sw,Yandex,False
gu,ta,Yandex,False
gu,te,Yandex,False
gu,tg,Yandex,False
gu,th,Yandex,False
gu,tl,Yandex,False
gu,tr,Yandex,False
gu,tt,Yandex,False
gu,udm,Yandex,False
gu,uk,Yandex,False
gu,ur,Yandex,False
gu,uz,Yandex,False
gu,vi,Yandex,False
gu,wuu,Yandex,False
gu,xh,Yandex,False
gu,yi,Yandex,False
gu,zh,Yandex,False
he,af,Yandex,False
he,am,Yandex,False
he,ar,Yandex,False
he,az,Yandex,False
he,ba,Yandex,False
he,be,Yandex,False
he,be-tarask,Yandex,False
he,bn,Yandex,False
he,bg,Yandex,False
he,bs,Yandex,False
he,ca,Yandex,False
he,ceb,Yandex,False
he,cs,Yandex,False
he,cv,Yandex,False
he,cy,Yandex,False
he,da,Yandex,False
he,de,Yandex,False
he,el,Yandex,False
he,en,Yandex,False
he,eo,Yandex,False
he,es,Yandex,False
he,et,Yandex,False
he,eu,Yandex,False
he,fa,Yandex,False
he,fi,Yandex,False
he,fr,Yandex,False
he,ga,Yandex,False
he,gd,Yandex,False
he,gl,Yandex,False
he,gu,Yandex,False
he,hi,Yandex,False
he,hr,Yandex,False
he,ht,Yandex,False
he,hu,Yandex,False
he,hy,Yandex,False
he,id,Yandex,False
he,is,Yandex,False
he,it,Yandex,False
he,ja,Yandex,False
he,jv,Yandex,False
he,ka,Yandex,False
he,kk,Yandex,False
he,km,Yandex,False
he,kn,Yandex,False
he,ko,Yandex,False
he,ky,Yandex,False
he,la,Yandex,False
he,lb,Yandex,False
he,lo,Yandex,False
he,lt,Yandex,False
he,lv,Yandex,False
he,mi,Yandex,False
he,mg,Yandex,False
he,mhr,Yandex,False
he,ml,Yandex,False
he,mk,Yandex,False
he,mn,Yandex,False
he,mrj,Yandex,False
he,mr,Yandex,False
he,ms,Yandex,False
he,mt,Yandex,False
he,my,Yandex,False
he,nb,Yandex,False
he,ne,Yandex,False
he,nl,Yandex,False
he,pa,Yandex,False
he,pap,Yandex,False
he,pl,Yandex,False
he,pt,Yandex,False
he,ro,Yandex,False
he,ru,Yandex,False
he,sah,Yandex,False
he,sh,Yandex,False
he,si,Yandex,False
he,simple,Yandex,False
he,sk,Yandex,False
he,sl,Yandex,False
he,sq,Yandex,False
he,sr,Yandex,False
he,su,Yandex,False
he,sv,Yandex,False
he,sw,Yandex,False
he,ta,Yandex,False
he,te,Yandex,False
he,tg,Yandex,False
he,th,Yandex,False
he,tl,Yandex,False
he,tr,Yandex,False
he,tt,Yandex,False
he,udm,Yandex,False
he,uk,Yandex,False
he,ur,Yandex,False
he,uz,Yandex,False
he,vi,Yandex,False
he,wuu,Yandex,False
he,xh,Yandex,False
he,yi,Yandex,False
he,zh,Yandex,False
hi,af,Yandex,False
hi,am,Yandex,False
hi,ar,Yandex,False
hi,az,Yandex,False
hi,ba,Yandex,False
hi,be,Yandex,False
hi,be-tarask,Yandex,False
hi,bn,Yandex,False
hi,bg,Yandex,False
hi,bs,Yandex,False
hi,ca,Yandex,False
hi,ceb,Yandex,False
hi,cs,Yandex,False
hi,cv,Yandex,False
hi,cy,Yandex,False
hi,da,Yandex,False
hi,de,Yandex,False
hi,el,Yandex,False
hi,en,Yandex,False
hi,eo,Yandex,False
hi,es,Yandex,False
hi,et,Yandex,False
hi,eu,Yandex,False
hi,fa,Yandex,False
hi,fi,Yandex,False
hi,fr,Yandex,False
hi,ga,Yandex,False
hi,gd,Yandex,False
hi,gl,Yandex,False
hi,gu,Yandex,False
hi,he,Yandex,False
hi,hr,Yandex,False
hi,ht,Yandex,False
hi,hu,Yandex,False
hi,hy,Yandex,False
hi,id,Yandex,False
hi,is,Yandex,False
hi,it,Yandex,False
hi,ja,Yandex,False
hi,jv,Yandex,False
hi,ka,Yandex,False
hi,kk,Yandex,False
hi,km,Yandex,False
hi,kn,Yandex,False
hi,ko,Yandex,False
hi,ky,Yandex,False
hi,la,Yandex,False
hi,lb,Yandex,False
hi,lo,Yandex,False
hi,lt,Yandex,False
hi,lv,Yandex,False
hi,mi,Yandex,False
hi,mg,Yandex,False
hi,mhr,Yandex,False
hi,ml,Yandex,False
hi,mk,Yandex,False
hi,mn,Yandex,False
hi,mrj,Yandex,False
hi,mr,Yandex,False
hi,ms,Yandex,False
hi,mt,Yandex,False
hi,my,Yandex,False
hi,nb,Yandex,False
hi,ne,Yandex,False
hi,nl,Yandex,False
hi,pa,Yandex,False
hi,pap,Yandex,False
hi,pl,Yandex,False
hi,pt,Yandex,False
hi,ro,Yandex,False
hi,ru,Yandex,False
hi,sah,Yandex,False
hi,sh,Yandex,False
hi,si,Yandex,False
hi,simple,Yandex,False
hi,sk,Yandex,False
hi,sl,Yandex,False
hi,sq,Yandex,False
hi,sr,Yandex,False
hi,su,Yandex,False
hi,sv,Yandex,False
hi,sw,Yandex,False
hi,ta,Yandex,False
hi,te,Yandex,False
hi,tg,Yandex,False
hi,th,Yandex,False
hi,tl,Yandex,False
hi,tr,Yandex,False
hi,tt,Yandex,False
hi,udm,Yandex,False
hi,uk,Yandex,False
hi,ur,Yandex,False
hi,uz,Yandex,False
hi,vi,Yandex,False
hi,wuu,Yandex,False
hi,xh,Yandex,False
hi,yi,Yandex,False
hi,zh,Yandex,False
hr,af,Yandex,False
hr,am,Yandex,False
hr,ar,Yandex,False
hr,az,Yandex,False
hr,ba,Yandex,False
hr,be,Yandex,False
hr,be-tarask,Yandex,False
hr,bn,Yandex,False
hr,bg,Yandex,False
hr,bs,Yandex,False
hr,ca,Yandex,False
hr,ceb,Yandex,False
hr,cs,Yandex,False
hr,cv,Yandex,False
hr,cy,Yandex,False
hr,da,Yandex,False
hr,de,Yandex,False
hr,el,Yandex,False
hr,en,Yandex,False
hr,eo,Yandex,False
hr,es,Yandex,False
hr,et,Yandex,False
hr,eu,Yandex,False
hr,fa,Yandex,False
hr,fi,Yandex,False
hr,fr,Yandex,False
hr,ga,Yandex,False
hr,gd,Yandex,False
hr,gl,Yandex,False
hr,gu,Yandex,False
hr,he,Yandex,False
hr,hi,Yandex,False
hr,ht,Yandex,False
hr,hu,Yandex,False
hr,hy,Yandex,False
hr,id,Yandex,False
hr,is,Yandex,False
hr,it,Yandex,False
hr,ja,Yandex,False
hr,jv,Yandex,False
hr,ka,Yandex,False
hr,kk,Yandex,False
hr,km,Yandex,False
hr,kn,Yandex,False
hr,ko,Yandex,False
hr,ky,Yandex,False
hr,la,Yandex,False
hr,lb,Yandex,False
hr,lo,Yandex,False
hr,lt,Yandex,False
hr,lv,Yandex,False
hr,mi,Yandex,False
hr,mg,Yandex,False
hr,mhr,Yandex,False
hr,ml,Yandex,False
hr,mk,Yandex,False
hr,mn,Yandex,False
hr,mrj,Yandex,False
hr,mr,Yandex,False
hr,ms,Yandex,False
hr,mt,Yandex,False
hr,my,Yandex,False
hr,nb,Yandex,False
hr,ne,Yandex,False
hr,nl,Yandex,False
hr,pa,Yandex,False
hr,pap,Yandex,False
hr,pl,Yandex,False
hr,pt,Yandex,False
hr,ro,Yandex,False
hr,ru,Yandex,False
hr,sah,Yandex,False
hr,sh,Yandex,False
hr,si,Yandex,False
hr,simple,Yandex,False
hr,sk,Yandex,False
hr,sl,Yandex,False
hr,sq,Yandex,False
hr,sr,Yandex,False
hr,su,Yandex,False
hr,sv,Yandex,False
hr,sw,Yandex,False
hr,ta,Yandex,False
hr,te,Yandex,False
hr,tg,Yandex,False
hr,th,Yandex,False
hr,tl,Yandex,False
hr,tr,Yandex,False
hr,tt,Yandex,False
hr,udm,Yandex,False
hr,uk,Yandex,False
hr,ur,Yandex,False
hr,uz,Yandex,False
hr,vi,Yandex,False
hr,wuu,Yandex,False
hr,xh,Yandex,False
hr,yi,Yandex,False
hr,zh,Yandex,False
ht,af,Yandex,False
ht,am,Yandex,False
ht,ar,Yandex,False
ht,az,Yandex,False
ht,ba,Yandex,False
ht,be,Yandex,False
ht,be-tarask,Yandex,False
ht,bn,Yandex,False
ht,bg,Yandex,False
ht,bs,Yandex,False
ht,ca,Yandex,False
ht,ceb,Yandex,False
ht,cs,Yandex,False
ht,cv,Yandex,False
ht,cy,Yandex,False
ht,da,Yandex,False
ht,de,Yandex,False
ht,el,Yandex,False
ht,en,Yandex,False
ht,eo,Yandex,False
ht,es,Yandex,False
ht,et,Yandex,False
ht,eu,Yandex,False
ht,fa,Yandex,False
ht,fi,Yandex,False
ht,fr,Yandex,False
ht,ga,Yandex,False
ht,gd,Yandex,False
ht,gl,Yandex,False
ht,gu,Yandex,False
ht,he,Yandex,False
ht,hi,Yandex,False
ht,hr,Yandex,False
ht,hu,Yandex,False
ht,hy,Yandex,False
ht,id,Yandex,False
ht,is,Yandex,False
ht,it,Yandex,False
ht,ja,Yandex,False
ht,jv,Yandex,False
ht,ka,Yandex,False
ht,kk,Yandex,False
ht,km,Yandex,False
ht,kn,Yandex,False
ht,ko,Yandex,False
ht,ky,Yandex,False
ht,la,Yandex,False
ht,lb,Yandex,False
ht,lo,Yandex,False
ht,lt,Yandex,False
ht,lv,Yandex,False
ht,mi,Yandex,False
ht,mg,Yandex,False
ht,mhr,Yandex,False
ht,ml,Yandex,False
ht,mk,Yandex,False
ht,mn,Yandex,False
ht,mrj,Yandex,False
ht,mr,Yandex,False
ht,ms,Yandex,False
ht,mt,Yandex,False
ht,my,Yandex,False
ht,nb,Yandex,False
ht,ne,Yandex,False
ht,nl,Yandex,False
ht,pa,Yandex,False
ht,pap,Yandex,False
ht,pl,Yandex,False
ht,pt,Yandex,False
ht,ro,Yandex,False
ht,ru,Yandex,False
ht,sah,Yandex,False
